id,created_at,text
456621636553158657,2014-04-17 02:34:16,Yankee game ⚾️🍻 http://t.co/DpZbOR5Lt9
456272463324672001,2014-04-16 03:26:47,"We can lay here and be lazy
Let it all go, I'll be a pillow, slide just a little closer, let me warm you up"
456266521430736896,2014-04-16 03:03:10,RT @MTVAwkward: I volunteer to help Matty McKibben with his college essays. #awkwardsenioryear
456266368837353472,2014-04-16 03:02:34,RT @svitzerland: Mattttttty 😍
456266085340180480,2014-04-16 03:01:26,Matty and Jenna 😍😍😍
455905163895906304,2014-04-15 03:07:16,RT @MensHumor: A Knife: Before and After Nutella. http://t.co/zmqXodPuGu
455894972295053312,2014-04-15 02:26:46,Can people stop hash tagging and saying selfie to their pictures clearly we get it you're taking a selfie
455534487829745664,2014-04-14 02:34:20,RT @snooki: Ugh water works for Paul Walker. #rip ❤️ #favactor
455534444838150145,2014-04-14 02:34:09,"""When you put good will out there, it's amazing of what can be accomplished""-Paul Walker"
455533190997098496,2014-04-14 02:29:10,ugh why is eric and jessie only a half hour long :/
455154409119690752,2014-04-13 01:24:02,Puppy😘🐶 http://t.co/uxSVQPH92z
454811803231715328,2014-04-12 02:42:38,"RT @GreggyBennett: When you match on Tinder and it asks if you want to message or ""keep playing."" Is dying alone a game to you, Tinder?"
454811747158081536,2014-04-12 02:42:25,I need to be at coachella🌸🌺🌻🔊🎶🎤🌈☀️
454434611121381376,2014-04-11 01:43:48,"What is love? baby don't hurt me, don't hurt me no more"
454266527232307200,2014-04-10 14:35:54,👯👭💕 #tbt #21stbirthday #mygirl #wearetoocute #ineverpostedthis #loveyou #bff http://t.co/4dzeolVyxw
453679894833422337,2014-04-08 23:44:50,RT @cdaviles: Shakira should just go ahead and make unofficial world cup songs for every world cup
453399976341934080,2014-04-08 05:12:32,All I know is I don't know how to be something you missed
453398313128460288,2014-04-08 05:05:56,@lauraapazar yes I'll be up sweet dreams 🌙⭐️
453397029453312000,2014-04-08 05:00:50,@lauraapazar I love u text me friend ❤️
453396886524010496,2014-04-08 05:00:16,"RT @CoIlegefessions: ""Why do college girls hang out in odd-numbered groups?

Because they can't even."" - University of Arizona"
453373619616624640,2014-04-08 03:27:48,Celo sus besos sobre tu cuerpo la envidia se apodera así de mí
453329369319354368,2014-04-08 00:31:58,RT @ladygaga: Fear is irrational. Explode your deepest fantasies. 💋
453329256622592000,2014-04-08 00:31:31,"RT @ladygaga: I love my dad's restaurant, and the guys that hangout there 💗💋 http://t.co/KvJdyfsXxp"
453000482446135296,2014-04-07 02:45:06,@aydininni somewhere tropical
452999182178336768,2014-04-07 02:39:56,@aydininni thanks I need a vacation haha
452998847057625091,2014-04-07 02:38:36,RT @aydininni: @LexiAndlKnowIt love you😘
452998773837664256,2014-04-07 02:38:18,@aydininni love u !!! 😘
452989290642149376,2014-04-07 02:00:37,Ugh why do I feel like this 😔
452973327188258817,2014-04-07 00:57:11,"RT @ParkerBarton: In honor of @blakeshelton hosting the ACM's, here's my cover of ""Doin' what she likes""! https://t.co/3eIf3PswJE"
452875893359538176,2014-04-06 18:30:01,RT @LifeofaPrincess: IT HAPPENED LOL😂😂 http://t.co/XsQp7idzKg
452829190476152833,2014-04-06 15:24:26,RT @TweetLikeAGirI: 60 days till The Fault In Our Stars. http://t.co/BjbH259drP
452290292826533888,2014-04-05 03:43:03,"I don't mind letting you down easy but just give it time if you don't hurt now then just wait, just wait a while"
452287855675838465,2014-04-05 03:33:22,RT @itstinatbh: I am beach deprived
452278007504601088,2014-04-05 02:54:14,"Me and reality, the light and the dark
We live alone, two different worlds
Me in a fantasy, you in your memories"
452232599684255744,2014-04-04 23:53:48,IM NOT JOSIE GROSSIE ANYMORE ! #neverbeenkissed
452139726175498240,2014-04-04 17:44:45,RT @GreggyBennett: Being kind costs $0 (I have a lot of feelings today)
452134113550802944,2014-04-04 17:22:27,I want the weekend and I want my bed
451925326751612928,2014-04-04 03:32:48,"RT @GreggyBennett: All in favor of @RuPaul taking over for Letterman; monologue in drag, interview segment in a suit.  Let's put that into …"
451925164775997440,2014-04-04 03:32:10,Yanks win 👏👏
451864442415120384,2014-04-03 23:30:52,A minute with you is better than two without
451717801536143360,2014-04-03 13:48:11,Love this picture #tbt #cousins #morelikesiblings #summersatthemayers #werecute #lookatallie http://t.co/IVJYYtY5Nv
451553479522516992,2014-04-03 02:55:13,RT @KChenoweth: Life without music would b flat.
451533459383918592,2014-04-03 01:35:40,"You should be alone, you should be alone with me"
451147000470568961,2014-04-02 00:00:01,"RT @SalinasSJ11: Great World Cup commercial with @IanDarke &amp; @DaxMcCarty11 
http://t.co/qaPQpNulDv"
450854853657772032,2014-04-01 04:39:08,James Maslow 😍😍😍😍😍😍 http://t.co/uhgkgTUMJX
450852140689682432,2014-04-01 04:28:21,RT @thegooglefact: 70% of people believe in karma. This is the belief that how you treat others comes back to you.
450828503676878848,2014-04-01 02:54:25,RT @dariatbh: april fools day is coming up but who cares cause my life is a joke every day of the year
450810850937696257,2014-04-01 01:44:17,Last night...dayum you were in my sexxx dream
450790346390519808,2014-04-01 00:22:48,hey jude dont make it bad take a sad song and make it better
450734348065853440,2014-03-31 20:40:17,@aydininni love your dp 😋
450734254025347072,2014-03-31 20:39:55,I could be so good at loving you but only if you told me too
450584588105306112,2014-03-31 10:45:11,Lol why is it snowing
450459064691359744,2014-03-31 02:26:24,"@svitzerland ""I love Eric's penis"""
450458864258146306,2014-03-31 02:25:37,@svitzerland I know it is just gotta try not let it get to you 😘
450458476058517505,2014-03-31 02:24:04,@svitzerland true
450458386199740417,2014-03-31 02:23:43,RT @ericandjessie: Ummm... @EricDecker87 #EricAndJessie http://t.co/7e0UDIB7j9
450455198063161345,2014-03-31 02:11:02,Eric decker and Jessie James 😍😍😍
450454452785676288,2014-03-31 02:08:05,"""they're a rotten crowd"",i shouted across the lawn. You're worth the whole damn bunch put together."""
450406754430754816,2014-03-30 22:58:33,RT @TheMikeCav: The Gummy Bear KKK getting ready to attack the colored bears http://t.co/8tDDL6e5sS
450406448632438784,2014-03-30 22:57:20,RT @chanelpuke: My funeral would be tomorrow if I walked in the house with that http://t.co/h86cQfSm4Z
450405505488650240,2014-03-30 22:53:35,RT @countrysayingss: Luke Bryan http://t.co/CfMPGKmX0B
450303041422753792,2014-03-30 16:06:26,RT @121Training: Dream stomach http://t.co/O5Vg9asXpi
450301934155878400,2014-03-30 16:02:02,RT @Sassy_Drunk: How I feel this morning. http://t.co/o5ZKez5PrT
450050063713464321,2014-03-29 23:21:11,My angel face - her first drink spiked lemonade 🍋🍹 #21stbirthday #shessocute #carmines #mylittlelover… http://t.co/FrulsfZOhZ
450023714093277184,2014-03-29 21:36:29,All this time I was looking for myself didn't know that I was lost...
449913776750723072,2014-03-29 14:19:38,"Wish my gorgeous cousin a very happy 21st birthday. Allie, thank you for always putting a smile on my… http://t.co/6RvMAmQN2g"
449794105800138752,2014-03-29 06:24:06,😍
449616610610151424,2014-03-28 18:38:48,You got me feeling like I'm ten feet tall
449616473590628352,2014-03-28 18:38:15,Happy birthday @ladygaga 😍😍😍
449402935290892289,2014-03-28 04:29:43,Quinn is a crazy bitch #ScandalThursday
449402711780655105,2014-03-28 04:28:50,RT @PerezHilton: This is how I feel right now. http://t.co/6yk4Am7GV7
449388127174803456,2014-03-28 03:30:53,I over think way too much #stopit #itsnotevenserious #ihaveproblems #ineedtogotobed
449036958313230336,2014-03-27 04:15:28,RT @ColIegeStudent: I already want to take a nap tomorrow
448654731909808128,2014-03-26 02:56:38,Just a small town girl living in a lonely world
448262158821105664,2014-03-25 00:56:41,i only watch the voice because @shakira
448193609456975872,2014-03-24 20:24:18,But someday I'll be living in a big ole city and all you're ever gonna be is mean
448190992127361024,2014-03-24 20:13:54,You look like bad news I gotta have you
447937002919710720,2014-03-24 03:24:38,I always love talking to @Jay0923 😍😘😂👭💏
447914755525984256,2014-03-24 01:56:14,@lauraapazar uh huh same 👀
447914455293505536,2014-03-24 01:55:02,RT @shvally: I love Lip
447901956275986432,2014-03-24 01:05:22,Always 💞 http://t.co/KExT6aQCWB
447883874446893056,2014-03-23 23:53:31,It was everything we wanted to be summer nights you and me 💖
447786907104456705,2014-03-23 17:28:12,Babysitting = playing super Mario 👾🎮
447485193289760769,2014-03-22 21:29:18,RT @TweetLikeAGirI: Austin Ames. Giving girls false hope to all girls since 2004. http://t.co/J0tYiZjZtU
447485123811110912,2014-03-22 21:29:02,Why am I in such a bad mood
447445172700598272,2014-03-22 18:50:16,You can't bullshit a bullshitter
447437419294760960,2014-03-22 18:19:28,"Shout out to my sister @Amycavs if anyone needs hair, nails, and waxing call, email, text my sister… http://t.co/IlywEdJHG7"
447434079366291456,2014-03-22 18:06:12,Who wants to play soccer on this beautiful day ⚽️⚽️⚽️☀️😅
447150168023252992,2014-03-21 23:18:02,"RT @mel_dav0206: 29 Extremely Important Reasons To Go See ""Divergent"" http://t.co/c91TpQoEGl"
446866900308742144,2014-03-21 04:32:26,I love you @vinny_cavs
446393216523567104,2014-03-19 21:10:11,The fact that i can't help my cousin in 3rd grade do her math homework is really sad
446373501390573568,2014-03-19 19:51:50,RT @AreYouItalian: Happy St. Joseph's Day/La Festa di San Giuseppe. #Italian
446323282732916736,2014-03-19 16:32:17,I'm much too young to feel this damn old
446055252996145152,2014-03-18 22:47:14,"If I could change your mind, how will you want me? will you say you need me?"
446003000260435968,2014-03-18 19:19:36,Damn it's beautiful out ☀️
445776319054635008,2014-03-18 04:18:51,Love my Dakota bear 😁😘🐺😍😍 http://t.co/ZKuNcSDBJa
445773029063524352,2014-03-18 04:05:46,Lol like why do I even bother
445744076282142721,2014-03-18 02:10:43,Classy Cavallaro siblings 🍀🍺💚 http://t.co/BPsSCgE3eI
445652271721099264,2014-03-17 20:05:56,My first St. Paddys day  🍀🍼🍺 #hessocute #shirtigothim #guinness #allsmiles #babyboy http://t.co/demByu0k2z
445616550234849281,2014-03-17 17:43:59,"RT @MaroonM5Lyrics: Take it, take it all, take all that I have, I'd give it all away just to get you back"
445542533259878401,2014-03-17 12:49:52,Good morning 🐶💕 http://t.co/gccYZyA20V
445534479181156352,2014-03-17 12:17:52,Go me for making it the whole day without puking or blacking out 👏👏👏
444322875106136064,2014-03-14 04:03:23,And I don't know where I'm going but I know it's gonna be a long time.
